_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
55,472115,,沖縄県,沖縄市,ローソン沖縄　美原三丁目店,ﾛｰｿﾝｵｷﾅﾜ　ﾐﾊﾗｻﾝﾁｮｳﾒﾃﾝ,沖縄県沖縄市美原3-9-9,,26.351427,127.816498,店内,(098）923-3963,,,,月火水木金土日,00:00,23:59,,,,
56,472115,,沖縄県,沖縄市,ローソン沖縄　越来三丁目店,ﾛｰｿﾝｵｷﾅﾜ　ｺﾞｴｸｻﾝﾁｮｳﾒﾃﾝ,沖縄県沖縄市越来3-8-17,,26.346342,127.812386,店内,(098）939-5933,,,,月火水木金土日,00:00,23:59,,,,
57,472115,,沖縄県,沖縄市,ローソン沖縄　大里店,ﾛｰｿﾝｵｷﾅﾜ　ｵｵｻﾞﾄﾃﾝ,沖縄県沖縄市大里57-3,,26.325623,127.824623,店内,(098）937-5566,,,,月火水木金土日,00:00,23:59,,,,
58,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄美里,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾐｻﾄ,沖縄県沖縄市美原1-21-4,,26.347965,127.823738,店内,(098）937-5718,,,,月火水木金土日,00:00,23:59,,,,
59,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄高原６丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾀｶﾊﾗﾛｸﾁｮｳﾒ,沖縄県沖縄市高原6-9-4,,26.319811,127.827034,店内,(098）930-7309,,,,月火水木金土日,00:00,23:59,,,,
60,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄照屋２丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾃﾙﾔﾆﾁｮｳﾒ,沖縄県沖縄市照屋2-231-9,,26.335085,127.815033,店内,(098）939-0711,,,,月火水木金土日,00:00,23:59,,,,
61,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄胡屋１丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜｺﾞﾔｲｯﾁｮｳﾒ,沖縄県沖縄市胡屋1-1387-1,,26.336126,127.80217,店内,(098）937-5602,,,,月火水木金土日,00:00,23:59,,,,
62,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄北インター,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜｷﾀｲﾝﾀｰ,沖縄県沖縄市登川3-9-10,,26.374184,127.821327,店内,(098）939-9929,,,,月火水木金土日,00:00,23:59,,,,
63,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄宮里4丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾐﾔｻﾞﾄﾖﾝﾁｮｳﾒ,沖縄県沖縄市宮里4-3-10,,26.341581,127.823883,店内,(098）938-7110,,,,月火水木金土日,00:00,23:59,,,,
64,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄登川2丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾉﾎﾞﾘｶﾜﾆﾁｮｳﾒ,沖縄県沖縄市登川2-9-6,,26.364805,127.823593,店内,(098）921-0711,,,,月火水木金土日,00:00,23:59,,,,
65,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄高原２丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾀｶﾊﾗﾆﾁｮｳﾒ,沖縄県沖縄市高原2-4-8,,26.326881,127.814972,店内,(098）933-1711,,,,月火水木金土日,00:00,23:59,,,,
66,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄諸見里１丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜﾓﾛﾐｻﾞﾄｲｯﾁｮｳﾒ,沖縄県沖縄市諸見里1-1201-1,,26.330706,127.792564,店内,(098）933-8230,,,,月火水木金土日,00:00,23:59,,,,
67,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄胡屋7丁目,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜｺﾞﾔﾅﾅﾁｮｳﾒ,沖縄県沖縄市胡屋7-5-12,,26.323231,127.809547,店内,(098）983-8182,,,,月火水木金土日,00:00,23:59,,,,
68,472115,,沖縄県,沖縄市,セブンイレブン沖縄　沖縄泡瀬,ｾﾌﾞﾝｲﾚﾌﾞﾝｵｷﾅﾜ　ｵｷﾅﾜｱﾜｾ,沖縄県沖縄市高原6-1-3,,26.32225,127.829376,店内,(098）934-3077,,,,月火水木金土日,00:00,23:59,,,,
1,473138,,沖縄県,宜野座村,宜野座村役場,ギノザソンヤクバ,沖縄県宜野座村宜野座296,,26.498165,127.971642,２階ロビー,,,,,,,,,,,
2,473138,,沖縄県,宜野座村,宜野座村立中央公民館,ギノザソンリツチュウオウコウミンカン,沖縄県宜野座村宜野座246,,26.498165,127.971642,１階ロビー,,,,,,,,,,,
3,473138,,沖縄県,宜野座村,宜野座村文化センター図書館棟,ギノザソンブンカセンタートショカントウ,沖縄県宜野座村宜野座314-1,,26.498165,127.971642,３階図書館入り口付近,,,,,,,,,,,
4,473138,,沖縄県,宜野座村,宜野座村総合体育館,ギノザソンソウゴウタイイクカン,沖縄県宜野座村惣慶1880,,26.490911,127.960503,１階玄関付近,,,,,,,,,,,
5,473138,,沖縄県,宜野座村,宜野座ドーム,ギノザドーム,沖縄県宜野座村宜野座181,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
6,473138,,沖縄県,宜野座村,宜野座村立保育所,ギノザソンリツホイクエン,沖縄県宜野座村惣慶126-1,,26.490911,127.960503,１階玄関付近,,,,,,,,,,,
7,473138,,沖縄県,宜野座村,宜野座村社会福祉協議会,ギノザソンシャカイフクシキョウギカイ,沖縄県宜野座村惣慶1898-1,,26.490911,127.960503,１階玄関付近,,,,,,,,,,,
8,473138,,沖縄県,宜野座村,タピックタラソセンター宜野座,タピックタラソセンターギノザ,沖縄県宜野座村漢那1817,,26.488623,127.944199,１階玄関付近,,,,,,,,,,,
9,473138,,沖縄県,宜野座村,宜野座村総合グラウンド管理棟,ギノザソンソウゴウグラウンドカンリトウ,沖縄県宜野座村宜野座250,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
10,473138,,沖縄県,宜野座村,宜野座村立松田小学校,ギノザソンリツマツダショウガッコウ,沖縄県宜野座村松田601,,26.504902,127.984398,１階玄関付近,,,,,,,,,,,
11,473138,,沖縄県,宜野座村,宜野座村立松田幼稚園,ギノザソンリツマツダヨウチエン,沖縄県宜野座村松田601,,26.504902,127.984398,１階玄関付近,,,,,,,,,,,
12,473138,,沖縄県,宜野座村,宜野座村立宜野座小学校,ギノザソンリツギノザショウガッコウ,沖縄県宜野座村宜野座1190,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
13,473138,,沖縄県,宜野座村,宜野座村立宜野座幼稚園,ギノザソンリツギノザヨウチエン,沖縄県宜野座村宜野座1190,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
14,473138,,沖縄県,宜野座村,宜野座村立漢那小学校,ギノザソンリツカンナショウガッコウ,沖縄県宜野座村漢那1987-5,,26.488623,127.944199,１階玄関付近,,,,,,,,,,,
15,473138,,沖縄県,宜野座村,宜野座村立漢那幼稚園,ギノザソンリツカンナヨウチエン,沖縄県宜野座村漢那1987-5,,26.488623,127.944199,１階玄関付近,,,,,,,,,,,
16,473138,,沖縄県,宜野座村,宜野座村立宜野座中学校,ギノザソンリツギノザチュウガッコウ,沖縄県宜野座村惣慶1505,,26.490911,127.960503,１階玄関付近,,,,,,,,,,,
17,473138,,沖縄県,宜野座村,沖縄県立宜野座高等学校,オキナワケンリツギノザコウトウガッコウ,沖縄県宜野座村宜野座1,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
18,473138,,沖縄県,宜野座村,ＪＡおきなわ宜野座支店,ジェイエイオキナワギノザシテン,沖縄県宜野座村宜野座133,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
19,473138,,沖縄県,宜野座村,松田区公民館,マツダクコウミンカン,沖縄県宜野座村松田1,,26.504902,127.984398,１階玄関付近,,,,,,,,,,,
20,473138,,沖縄県,宜野座村,宜野座区公民館,ギノザクコウミンカン,沖縄県宜野座村宜野座427,,26.498165,127.971642,１階玄関付近,,,,,,,,,,,
21,473138,,沖縄県,宜野座村,惣慶区公民館,ソケイクコウミンカン,沖縄県宜野座村惣慶1585,,26.490911,127.960503,１階玄関付近,,,,,,,,,,,
22,473138,,沖縄県,宜野座村,漢那区公民館,カンナクコウミンカン,沖縄県宜野座村漢那1840,,26.488623,127.944199,１階玄関付近,,,,,,,,,,,
23,473138,,沖縄県,宜野座村,道の駅ぎのざ,ミチノエキギノザ,沖縄県宜野座村漢那1646-4,,26.488623,127.944199,１階案内所内,,,,,,,,,,,
24,473138,,沖縄県,宜野座村,道の駅ぎのざ,ミチノエキギノザ,沖縄県宜野座村漢那1646-4,,26.488623,127.944199,２階店舗内,,,,,,,,,,,
25,473138,,沖縄県,宜野座村,未来ぎのざ,ミライギノザ,沖縄県宜野座村漢那1633,,26.488623,127.944199,１階レジ付近,,,,,,,,,,,
26,473138,,沖縄県,宜野座村,松田保育園,マツダホイクエン,沖縄県宜野座村松田611-5,,26.504902,127.984398,１階玄関付近,,,,,,,,,,,
27,473138,,沖縄県,宜野座村,かんな保育園,カンナホイクエン,沖縄県宜野座村漢那213,,26.488623,127.944199,１階玄関付近,,,,,,,,,,,
28,473138,,沖縄県,宜野座村,宜野座村漁業協同組合,ギノザソンギョギョウキョウドウクミアイ,沖縄県宜野座村漢那1703-4,,26.488623,127.944199,１階事務所内,,,,,,,,,,,
29,473138,,沖縄県,宜野座村,宜野座漁港,ギノザギョコウ,沖縄県宜野座村宜野座990-1,,26.498165,127.971642,1階事務所内,,,,,,,,,,,
1,472051,,沖縄県,宜野湾市,宜野湾市役所,ギノワンシヤクショ,沖縄県宜野湾市野嵩1-1-1,,26.281174,127.778488,1階案内所の隣,,,,,月～金,08:30,17:15,,,,
2,472051,,沖縄県,宜野湾市,宜野湾市消防署,ギノワンシショウボウショ,沖縄県宜野湾市野嵩677,,26.280935,127.776962,事務所内,,,,,月～日,,,,,,
3,472051,,沖縄県,宜野湾市,普天間小学校,フテンマショウガッコウ,沖縄県宜野湾市普天間1-10-1,,26.2903,127.778618,体育館入口、職員玄関、５年１組,,,,,月～金,08:00,18:00,,,,
4,472051,,沖縄県,宜野湾市,新城児童センター,アラグスクジドウセンター,沖縄県宜野湾市新城2-4-11,,26.285898,127.771492,事務室,,,,,月～土,10:00,18:00,,,,
5,472051,,沖縄県,宜野湾市,普天間第二小学校,フテンマダイニショウガッコウ,沖縄県宜野湾市新城2-8-19,,26.284962,127.77018,体育館、事務室前,,,,,月～金,08:00,18:00,,,,
6,472051,,沖縄県,宜野湾市,普天間中学校,フテンマチュウガッコウ,沖縄県宜野湾市新城2-41-1,,26.285488,127.767601,職員室前、体育館,,,,,月～金,08:00,18:00,,,,
7,472051,,沖縄県,宜野湾市,うなばら保育園,ウナバラホイクエン,沖縄県宜野湾市大山3-30-1,,26.28717,127.751755,事務室,,,,,月～土（土14：00まで）,07:30,18:30,,,,
8,472051,,沖縄県,宜野湾市,大山児童センター,オオヤマジドウセンター,沖縄県宜野湾市大山4-14-3,,26.283632,127.748894,図書室と事務室の間,,,,,月～土,10:00,18:00,,,,
9,472051,,沖縄県,宜野湾市,宜野湾マリン支援センター,ギノワンマリンシエンセンター,沖縄県宜野湾市大山7-10-27,,26.284184,127.744133,1階自動販売機の横,,,,,月～日,09:00,17:00,,,,
10,472051,,沖縄県,宜野湾市,大山小学校,オオヤマショウガッコウ,沖縄県宜野湾市大山5-16-1,,26.278948,127.746193,体育館入口、職員室前,,,,,月～金,08:00,17:00,,,,
11,472051,,沖縄県,宜野湾市,宜野湾市立野球場,ギノワンシリツヤキュウジョウ,沖縄県宜野湾市真志喜4-2,,26.281324,127.735092,正面入り口付近事務所,,,,,月水木金土日,,17:00,,,,
12,472051,,沖縄県,宜野湾市,宜野湾市立体育館,ギノワンシリツタイイクカン,沖縄県宜野湾市真志喜4-2-1,,26.281324,127.735092,正面入り口付近窓口,,,,,月水木金土日,08:30,21:30,,,,
13,472051,,沖縄県,宜野湾市,宜野湾市立トロピカルビーチ,ギノワンシリツトロピカルビーチ,沖縄県宜野湾市真志喜4-2,,26.281324,127.735092,管理棟,,,,,月～日,,,,,,
14,472051,,沖縄県,宜野湾市,宜野湾市立グラウンド,ギノワンシリツグラウンド,沖縄県宜野湾市真志喜3-25-1,,26.277119,127.734093,事務所,,,,,月水木金土日,09:00,17:00,,,,
29,472051,,沖縄県,宜野湾市,長田小学校,ナガタショウガッコウ,沖縄県宜野湾市長田3-19-1,,26.260063,127.767082,①事務所前②体育館入口,,,,,月～金,08:00,18:00,,,,
15,472051,,沖縄県,宜野湾市,宜野湾市消防署真志喜出張所,ギノワンシショウボウショマシキシュッチョウジョ,沖縄県宜野湾市真志喜3-25-3,,26.277119,127.734093,事務所内,,,,,月～日,,,,,,
16,472051,,沖縄県,宜野湾市,真志喜中学校,マシキチュウガッコウ,沖縄県宜野湾市真志喜3-19-1,,26.275082,127.73365,体育館入口、職員室,,,,,月～金,08:00,18:00,,,,
17,472051,,沖縄県,宜野湾市,宜野湾ベイサイド情報センター,ギノワンベイサイドジョウホウセンター,沖縄県宜野湾市宇地泊558-18,,26.273804,127.727959,１階管理事務室,,,,,月～日（第二日曜・年末年始以外）,09:00,21:00,,,,
18,472051,,沖縄県,宜野湾市,宜野湾市立博物館,ギノワンシリツハクブツカン,沖縄県宜野湾市真志喜1-25-1,,26.269882,127.74041,1階事務所入ってすぐ左側,,,,,月水木金土日,09:00,17:00,,,,
19,472051,,沖縄県,宜野湾市,大謝名小学校,オオジャナショウガッコウ,沖縄県宜野湾市大謝名5-12-1,,26.266403,127.732506,保健室前、体育館,,,,,月～金,08:00,18:00,,,,
20,472051,,沖縄県,宜野湾市,大謝名児童センター,オオジャナジドウセンター,沖縄県宜野湾市大謝名5-25-2,,26.264833,127.731956,事務所,,,,,月～土,10:00,18:00,,,,
21,472051,,沖縄県,宜野湾市,嘉数中学校,カカズチュウガッコウ,沖縄県宜野湾市我如古423,,26.260557,127.746101,体育館入口、職員室前,,,,,月～金,08:00,18:00,,,,
22,472051,,沖縄県,宜野湾市,嘉数小学校,カカズショウガッコウ,沖縄県宜野湾市真栄原1-13-1,,26.257557,127.744675,玄関前,,,,,月～金,08:00,18:00,,,,
23,472051,,沖縄県,宜野湾市,宜野湾市消防署我如古出張所,ギノワンシショウボウショガネコシュッチョウジョ,沖縄県宜野湾市我如古3-2-1,,26.255102,127.753784,事務所内,,,,,月～日,,,,,,
24,472051,,沖縄県,宜野湾市,宜野湾市民図書館,ギノワンシミントショカン,沖縄県宜野湾市我如古3-4-10,,26.254318,127.754707,児童カウンター内,,,,,月水木金土日（月17：00まで）,10:00,19:00,,,,
25,472051,,沖縄県,宜野湾市,我如古児童センター,ガネコジドウセンター,沖縄県宜野湾市我如古2-5-1,,26.25499,127.757584,事務室入口,,,,,月～土,10:00,17:30,,,,
26,472051,,沖縄県,宜野湾市,志真志小学校,シマシショウガッコウ,沖縄県宜野湾市宜野湾3-5-1,,26.25968,127.756111,職員室前、体育館,,,,,月～金,08:00,18:00,,,,
27,472051,,沖縄県,宜野湾市,宜野湾保育所,ギノワンホイクショ,沖縄県宜野湾市宜野湾3-13-10,,26.261494,127.754562,事務所入って正面,,,,,月～土（土14：00まで）,07:30,18:30,,,,
28,472051,,沖縄県,宜野湾市,人材育成交流センター（めぶき）,ジンザイイクセイコウリュウセンター（メブキ）,沖縄県宜野湾市志真志1-15-22,,26.257734,127.764053,2階給湯室付近,,,,,月～土,09:00,21:00,,,,
30,472051,,沖縄県,宜野湾市,宜野湾小学校,ギノワンショウガッコウ,沖縄県宜野湾市神山1-1-1,,26.268808,127.766907,①職員室入口②体育館入口,,,,,月～金,08:00,18:00,,,,
31,472051,,沖縄県,宜野湾市,福寿園,フクジュエン,沖縄県宜野湾市赤道2-7-2,,26.270609,127.772064,２階医務室,,,,,月～日,08:30,17:30,,,,
32,472051,,沖縄県,宜野湾市,赤道児童センター,アカミチジドウセンター,沖縄県宜野湾市赤道1-5-16,,26.272249,127.770691,事務所前,,,,,月～土,10:00,18:00,,,,
33,472051,,沖縄県,宜野湾市,赤道老人福祉センター,アカミチロウジンフクシセンター,沖縄県宜野湾市赤道1-5-17,,26.272249,127.770691,1階ロビー,,,,,月～金（土日17：00まで）,09:00,21:00,,,,
34,472051,,沖縄県,宜野湾市,宜野湾中学校,ギノワンチュウガッコウ,沖縄県宜野湾市赤道1-15-1,,26.274481,127.772057,①職員室②体育館の教官室,,,,,月～金,08:00,18:00,,,,
35,472051,,沖縄県,宜野湾市,宜野湾市民会館,ギノワンシミンカイカン,沖縄県宜野湾市野嵩1-1-2,,26.281174,127.778488,正面玄関右側正面,,,,,月水木金土日,08:30,17:15,,,,
36,472051,,沖縄県,宜野湾市,はごろも小学校,ハゴロモショウガッコウ,沖縄県宜野湾市大山6-23-1,,26.278095,127.739937,①自動玄関②体育館の正面入り口,,,,,月～金,08:00,18:00,,,,
37,472051,,沖縄県,宜野湾市,保健相談センター,ホケンソウダンセンター,沖縄県宜野湾市真栄原1-13-15,,26.257557,127.744675,１階出入口,,,,,月～金,08:30,17:15,,,,
38,472051,,沖縄県,宜野湾市,長田児童館,ナガタジドウカン,沖縄県宜野湾市長田3-28-1,（2階）,26.260975,127.765106,事務所窓口,,,,,月～土,10:00,18:00,,,,
39,472051,,沖縄県,宜野湾市,宜野湾市社会福祉センター,ギノワンシシャカイフクシセンター,沖縄県宜野湾市赤道2-7-1,,26.270609,127.772064,1階通路,,,,,月～金,08:30,17:00,,,,
40,472051,,沖縄県,宜野湾市,宜野湾市伊利原老人福祉センター,ギノワンシイリバルロウジンフクシセンター,沖縄県宜野湾市伊佐4-3-17,,26.28838,127.752266,２階事務所廊下,,,,,月～金（土日17：00まで）,09:00,21:00,,,,
41,472051,,沖縄県,宜野湾市,宜野湾市上下水道局,ギノワンシジョウゲスイドウキョク,沖縄県宜野湾市野嵩730,,26.287209,127.783791,1階正面入口,,,,,月～金,08:30,17:15,,,,
1,473022,11,沖縄県,大宜味村,大宜味村役場,オオギミソンヤクバ,沖縄県国頭郡大宜味村字大兼久157番地,,26.701571,128.120627,住民福祉課前,(0980)44-3001,,5000020000000,大宜味村,月火水木金土日,0:00,0:00,18：00～08：00は夜間警備対応,有,http://www.vill.ogimi.okinawa.jp/,
2,473022,12,沖縄県,大宜味村,大宜味村診療所,オオギミソンシンリョウショ,沖縄県国頭郡大宜味村字塩屋1306番地62,,26.678449,128.101015,診察室棚,(0980)50-5450,,,大宜味村,月火水木金土,8:30,17:30,木土は8:30-12:30,有,http://www.vill.ogimi.okinawa.jp/,
3,473022,13,沖縄県,大宜味村,大宜味村社会福祉協議会,オオギミソンシャカイフクシキョウギカイ,沖縄県国頭郡大宜味村字喜如嘉320番地,,26.70793,128.143501,事務所棚,(0980)44-3800,,,大宜味村社会福祉協議会,月火水木金,8:30,17:00,年末年始、旧盆は休み,有,https://www.oogimishakyo.com/,
4,473022,14,沖縄県,大宜味村,大宜味小学校中学校,オオギミショウガッコウチュウガッコウ,沖縄県国頭郡大宜味村字塩屋1306番地6,,26.682516,128.102474,職員室及び体育館玄関,(0980)44-1306,,,大宜味村,月火水木金,8:00,17:00,年末年始、旧盆は休み,有,http://ogimi-school.ed.jp/jr/,
5,473022,15,沖縄県,大宜味村,道の駅大宜味　やんばるの森ビジターセンター,ミチノエキオオギミ　ヤンバルノモリビジターセンター,沖縄県国頭郡大宜味村字津波95番地,,26.660781,128.102217,レジ横,(0980)44-2233,,,（株）ファーマーズフォレスト,月火水木金土日,9:30,18:30,,有,https://www.yambaru-vc.com/,
6,473022,16,沖縄県,大宜味村,平南川ター滝駐車場,ヘナンカワタータキチュウシャジョウ,沖縄県国頭郡大宜味村字津波1570番地1,,26.632916,128.09608,管理所内,(0980)50-5707,,3360010000000,一般社団法人大宜味村観光協会,月火水木金土日,8:00,17:30,,有,http://ta-taki-falls.com/about/,
1,473286,1001,沖縄県,中城村,中城村役場,ナカグスクソンヤクバ,沖縄県中頭郡中城村字当間585-1,,26.262002,127.789648,2階総務課,098-895-2131,,,中城村,月火水木金,8:30,17:15,土日・祝日は8：30～17：00利用可。,有,https://www.vill.nakagusuku.okinawa.jp/,
2,473286,2001,沖縄県,中城村,中城村立中城小学校,ナカグスクソンリツナカグスクショウガッコウ,沖縄県中頭郡中城村字屋宜239,,26.270719,127.795768,職員室,098-895-3272,,,中城村,月火水木金,,,中城小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/nakag-s1/,
3,473286,2002,沖縄県,中城村,中城村立中城小学校,ナカグスクソンリツナカグスクショウガッコウ,沖縄県中頭郡中城村字屋宜239,,26.270358,127.794916,体育館,098-895-3272,,,中城村,月火水木金,,,中城小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/nakag-s1/,
4,473286,3001,沖縄県,中城村,中城村立中城幼稚園,ナカグスクソンリツナカグスクヨウチエン,沖縄県中頭郡中城村字屋宜240-1,,26.270813,127.796432,事務所,098-895-2496,,,中城村,月火水木金,,,中城幼稚園の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/nakag-s1/,
5,473286,4001,沖縄県,中城村,中城村立津覇小学校,ナカグスクソンリツツハショウガッコウ,沖縄県中頭郡中城村字津覇1174,,26.248642,127.781311,職員室,098-895-2062,,,中城村,月火水木金,,,津覇小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/tsuha-s1/,
6,473286,4002,沖縄県,中城村,中城村立津覇小学校,ナカグスクソンリツツハショウガッコウ,沖縄県中頭郡中城村字津覇1174,,26.248392,127.780748,体育館,098-895-2062,,,中城村,月火水木金,,,津覇小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/tsuha-s1/,
7,473286,5001,沖縄県,中城村,中城村立津覇幼稚園,ナカグスクソンリツツハヨウチエン,沖縄県中頭郡中城村字津覇1182,,26.248715,127.780426,事務所,098-895-2473,,,中城村,月火水木金,,,津覇幼稚園の開始時間、終了時間に従う。,有,,
8,473286,6001,沖縄県,中城村,中城村立中城南小学校,ナカグスクソンリツナカグスクミナミショウガッコウ,沖縄県中頭郡中城村字南上原800,,26.247849,127.773436,1階ロビー,098-895-5505,,,中城村,月火水木金,,,中城南小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/n-minami/,
9,473286,6002,沖縄県,中城村,中城村立中城南小学校,ナカグスクソンリツナカグスクミナミショウガッコウ,沖縄県中頭郡中城村字南上原800,,26.248248,127.773565,体育館,098-895-5505,,,中城村,月火水木金,,,中城南小学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/n-minami/,
10,473286,7001,沖縄県,中城村,中城村立中城中学校,ナカグスクソンリツナカグスクチュウガッコウ,沖縄県中頭郡中城村字屋宜741-1,,26.268752,127.791504,職員室,098-895-3271,,,中城村,月火水木金,,,中城中学校の開始時間、終了時間に従う。,有,http://academic4.plala.or.jp/nakachu/,
11,473286,7002,沖縄県,中城村,中城村立中城中学校,ナカグスクソンリツナカグスクチュウガッコウ,沖縄県中頭郡中城村字屋宜741-1,,26.268752,127.791504,体育館,098-895-3271,,,中城村,月火水木金,,,中城中学校の開始時間、終了時間に従う。,無,http://academic4.plala.or.jp/nakachu/,
12,473286,8001,沖縄県,中城村,中城村立吉の浦保育所,ナカグスクソンリツヨシノウラホイクショ,沖縄県中頭郡中城村字当間847-1,,26.260872,127.793129,事務室,098-988-0002,,,中城村,月火水木金,,,吉の浦保育所の開始時間、終了時間に従う。,有,,
13,473286,9001,沖縄県,中城村,なかよし児童館,ナカヨシジドウカン,沖縄県中頭郡中城村字当間847-1,,26.260987,127.792909,玄関ロビー,098-988-0156,,,社会福祉法人中城村社会福祉協議会,月火水木金土,10:00,18:00,,有,,
14,473286,10001,沖縄県,中城村,吉の浦会館,ヨシノウラカイカン,沖縄県中頭郡中城村字安里187-1,,26.258972,127.791852,ロビー（正面入り口）,098-895-6994,,,中城村,日月水木金土,8:30,22:00,休館日：毎週火曜日,無,https://www.vill.nakagusuku.okinawa.jp/,
15,473286,11001,沖縄県,中城村,村民体育館,ソンミンタイイクカン,沖縄県中頭郡中城村字安里190,,26.258856,127.792384,1階フロア,098-895-3707,,,中城村,日月水木金土,8:30,22:00,休館日：毎週火曜日,無,https://www.vill.nakagusuku.okinawa.jp/,
16,473286,12001,沖縄県,中城村,中城村護佐丸歴史資料図書館,ナカグスクソンゴサマルレキシシリョウトショカン,沖縄県中頭郡中城村字安里215,,26.2594,127.790678,1階入り口付近,098-895-5302,,,中城村,日月水木金土,10:00,,"月水木金（10:00～19:00）
土日・祝日（10:00～17:00）
休館日：毎週火曜日、毎月第3木曜日）",有,https://www.vill.nakagusuku.okinawa.jp/,
17,473286,13001,沖縄県,中城村,南上原糸蒲公園,ミナミウエバルイトカマコウエン,沖縄県中頭郡中城村字南上原839-4,,26.247233,127.773302,管理事務所,098-895-1736,,,中城村,土日・祝日,9:00,17:00,,無,https://www.vill.nakagusuku.okinawa.jp/,
18,473286,14001,沖縄県,中城村,中城村老人福祉センター,ナカグスクソンロウジンフクシセンター,沖縄県中頭郡中城村字添石236,,26.274486,127.798274,入り口付近,098-895-4081,,,社会福祉法人中城村社会福祉協議会,月火水木金,8:30,17:15,,無,http://www.nakagusukushakyo.com/,
19,473286,15001,沖縄県,中城村,ローソン　登又店,ローソンノボリマタテン,沖縄県中頭郡中城村字登又314,,26.282465,127.785061,トイレ前室,098-895-7735,,,,日月火水木金土,,,24時間営業,有,,
20,473286,16001,沖縄県,中城村,ローソン　南上原店,ローソンミナミウエバルテン,沖縄県中頭郡中城村字南上原513,,26.254084,127.77422,トイレ前室,098-895-6441,,,,日月火水木金土,,,24時間営業,有,,
21,473286,17001,沖縄県,中城村,ローソン　久場店,ローソンクバテン,沖縄県中頭郡中城村字久場1953-1,,26.285548,127.815365,トイレ前室,098-895-2110,,,,日月火水木金土,,,24時間営業,有,,
22,473286,18001,沖縄県,中城村,ローソン　中城南小学校前店,ローソンナカグスクミナミショウガッコウマエテン,沖縄県中頭郡中城村字南上原770-1,,26.249927,127.77363,トイレ前室,098-870-3309,,,,日月火水木金土,,,24時間営業,有,,
23,473286,19001,沖縄県,中城村,ファミリーマート　中城登又店,ファミリーマートナカグスクノボリマタテン,沖縄県中頭郡中城村字新垣1637-1,,26.278694,127.784042,トイレ前室,098-895-7040,,,,日月火水木金土,,,24時間営業,有,,
24,473286,20001,沖縄県,中城村,ファミリーマート　中城吉の浦店,ファミリーマートナカグスクヨシノウラテン,沖縄県中頭郡中城村字当間562-1,,26.262022,127.78858,トイレ前室,098-895-5711,,,,日月火水木金土,,,24時間営業,有,,
25,473286,21001,沖縄県,中城村,ファミリーマート　琉大附属中学校前店,ファミリーマートリュウダイフゾクチュウガッコウマエテン,沖縄県中頭郡中城村字南上原1018,,26.244687,127.768415,トイレ前室,098-870-3311,,,,日月火水木金土,,,24時間営業,有,,
