_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
28,472115,211,沖縄県,沖縄市,ふくはら胃腸科外科,フクハライチョウカゲカ,無床診療所,沖縄県沖縄市美里仲原町26‐5,,26.34447048,127.8264033,(098)921-0001,,,,,,,,,,,胃腸科;外科;リハビリテ－ション科;整形外科;肛門科;小児科,0.0,,
29,472115,212,沖縄県,沖縄市,岸本内科クリニック,キシモトナイカクリニック,無床診療所,沖縄県沖縄市登川1ｰ1‐24,,26.36731816,127.8184283,(098)934-7770,,,,,,,,,,,内科;小児科;皮膚科;呼吸器科;循環器科;胃腸科;アレルギー科,0.0,,
30,472115,213,沖縄県,沖縄市,美里ヒフ科,ミサトヒフカ,無床診療所,沖縄県沖縄市東2ｰ5‐14,,26.34743128,127.8247395,(098)939-7241,,,,,,,,,,,皮膚科,0.0,,
31,472115,216,沖縄県,沖縄市,特別養護老人ホームおきなわ長寿苑医務室,トクベツヨウゴロウジンホームオキナワチョウジュソノイムシツ,無床診療所,沖縄県沖縄市字登川1403　,,26.37518686,127.8233194,(098)939-4165,,,,,,,,,,,内科,0.0,,
32,472115,219,沖縄県,沖縄市,うえはら眼科,ウエハラガンカ,無床診療所,沖縄県沖縄市高原2ｰ4‐17,,26.32706922,127.8147656,(098)930-3100,,,,,,,,,,,眼科,0.0,,
85,472115,378,沖縄県,沖縄市,諸見眼科,モロミガンカ,無床診療所,沖縄県沖縄市園田3ｰ8‐27,,26.32712149,127.7939449,(098)933-2255,,,,,,,,,,,眼科,0.0,,
33,472115,220,沖縄県,沖縄市,うちま内科,ウチマナイカ,無床診療所,沖縄県沖縄市宮里4ｰ2‐3,,26.34139296,127.8231203,(098)934-7500,,,,,,,,,,,内科;循環器科;呼吸器科;消化器科;リウマチ科,0.0,,
34,472115,221,沖縄県,沖縄市,はなしろ小児科,ハナシロショウニカ,無床診療所,沖縄県沖縄市南桃原3ｰ36‐13,,26.32478807,127.7818181,(098)930-5177,,,,,,,,,,,小児科,0.0,,
35,472115,222,沖縄県,沖縄市,とけし内科,トケシナイカ,無床診療所,沖縄県沖縄市東2ｰ5‐11,,26.34763126,127.824545,(098)937-1515,,,,,,,,,,,内科;消化器科;循環器科,0.0,,
36,472115,223,沖縄県,沖縄市,コザクリニック,コザクリニック,無床診療所,沖縄県沖縄市仲宗根町19‐1,,26.33450434,127.8030358,(098)938-1038,,,,,,,,,,,内科;神経内科;リハビリテーション科,0.0,,
37,472115,225,沖縄県,沖縄市,富名腰医院,フナコシイイン,無床診療所,沖縄県沖縄市住吉1ｰ5‐16,,26.33813191,127.8097074,(098)938-2936,,,,,,,,,,,内科;皮膚科,0.0,,
38,472115,227,沖縄県,沖縄市,医療法人真愛会　伊佐整形外科,イサセイケイゲカ,無床診療所,沖縄県沖縄市比屋根2ｰ3‐3,,26.31655936,127.8257065,(098)931-1111,,,,,,,,,,,整形外科;リハビリテーション科;リウマチ科,0.0,,
39,472115,228,沖縄県,沖縄市,ひが内科クリニック,ヒガナイカクリニック,無床診療所,沖縄県沖縄市東2ｰ25‐2,ｺｰﾎﾟ桑江1階,26.34610919,127.825245,(098)929-1810,,,,,,,,,,,内科;循環器科;小児科,0.0,,
40,472115,231,沖縄県,沖縄市,やんハーブクリニック,ヤンハーブクリニック,無床診療所,沖縄県沖縄市東2ｰ16‐5,,26.34279006,127.8243313,(098)939-8877,,,,,,,,,,,小児科;内科;皮膚科,0.0,,
41,472115,232,沖縄県,沖縄市,吉里小児クリニック,ヨシザトショウニクリニック,無床診療所,沖縄県沖縄市美里5ｰ24‐15,,26.35324442,127.8124597,(098)921-0300,,,,,,,,,,,小児科;内科;皮膚科,0.0,,
42,472115,233,沖縄県,沖縄市,ファミリーメンタルクリニック,ファミリーメンタルクリニック,無床診療所,沖縄県沖縄市知花6ｰ40‐3,,26.3664099,127.8165507,(098)939-5561,,,,,,,,,,,診療内科;神経科;精神科;内科;小児科,0.0,,
43,472115,235,沖縄県,沖縄市,沖縄県中部保健所,チュウブホケンショ,無床診療所,沖縄県沖縄市美原1ｰ6‐28,,26.34773673,127.8197204,(098)938-9886,,,,,,,,,,,内科;歯科,0.0,,
44,472115,237,沖縄県,沖縄市,永山脳神経クリニック,ナガヤマノウシンケイクリニック,無床診療所,沖縄県沖縄市美原4ｰ1‐10,,26.35160577,127.818076,(098)929-2200,,,,,,,,,,,脳神経外科;内科;リハビリテーション科;整形外科,0.0,,
45,472115,238,沖縄県,沖縄市,のぼる耳鼻咽喉科医院,ノボルジビインコウカイイン,無床診療所,沖縄県沖縄市東2ｰ26‐5,,26.34511486,127.82587,(098)929-1187,,,,,,,,,,,耳鼻咽喉科;アレルギー科,0.0,,
47,472115,242,沖縄県,沖縄市,中部眼科,チュウブガンカ,有床診療所,沖縄県沖縄市美原3ｰ22‐11,,26.35084751,127.8175677,(098)934-8000,,,,,,,,,,,眼科,0.0,,
48,472115,243,沖縄県,沖縄市,北城整形外科,キタシロセイケイゲカ,無床診療所,沖縄県沖縄市山内2ｰ25‐41,,26.32469378,127.7871177,(098)930-7777,,,,,,,,,,,整形外科;リハビリテーション科;リウマチ科,0.0,,
49,472115,246,沖縄県,沖縄市,社会医療法人敬愛会　ちばなクリニック　,チバナクリニック,無床診療所,沖縄県沖縄市知花6ｰ25‐15,,26.36381848,127.8171396,(098)939-1301,,,,,,,,,,,内科;外科;小児科;整形外科;泌尿器科;眼科;耳鼻いんこう科;小児外科;婦人科;放射線科;リハビリテーション科;神経内科;循環器内科;消化器内科;呼吸器内科;感染症内科;糖尿病内科;腎臓内科（人工透析）;消化器外科;;呼吸器外科;肛門外科;血管外科;皮膚科;脳神経外科,0.0,,
50,472115,249,沖縄県,沖縄市,兼城医院,カネシロイイン,無床診療所,沖縄県沖縄市美原2ｰ26‐13,,26.34671737,127.8190399,(098)929-3000,,,,,,,,,,,心療内科;精神科;神経科;内科,0.0,,
51,472115,250,沖縄県,沖縄市,まつもと胃腸科整形外科医院,マツモトイチョウカセイケイゲカイイン,無床診療所,沖縄県沖縄市松本1ｰ21‐23,,26.35638587,127.8178953,(098)939-2115,,,,,,,,,,,胃腸科;整形外科;外科;内科;肛門科;皮膚科;リハビリテーション科,0.0,,
52,472115,253,沖縄県,沖縄市,嘉数医院,カカズイイン,無床診療所,沖縄県沖縄市諸見里1ｰ26‐2,,26.3290824,127.7936255,(098)930-0090,,,,,,,,,,,内科;呼吸器科;アレルギー科;小児科,0.0,,
53,472115,256,沖縄県,沖縄市,源河医院,ゲンカイイン,無床診療所,沖縄県沖縄市中央1ｰ18‐7,,26.33748177,127.8007942,(098)937-4976,,,,,,,,,,,内科;脳神経外科;リハビリテーション科,0.0,,
54,472115,258,沖縄県,沖縄市,美里女性クリニック,ミサトジョセイクリニック,有床診療所,沖縄県沖縄市美原2ｰ25‐3,,26.34697566,127.8176733,(098)929-3003,,,,,,,,,,,産婦人科;内科,0.0,,
55,472115,260,沖縄県,沖縄市,中部産婦人科医院,チュウブサンフジンカイイン,有床診療所,沖縄県沖縄市安慶田1ｰ3‐20,,26.33794587,127.8121128,(098)937-8878,,,,,,,,,,,産科;婦人科,0.0,,
56,472115,268,沖縄県,沖縄市,安立医院,アダチイイン,無床診療所,沖縄県沖縄市山内1ｰ7‐5,,26.32738518,127.7867621,(098)933-6200,,,,,,,,,,,内科;人工透析内科;消化器内科,0.0,,
57,472115,271,沖縄県,沖縄市,いしはら小児科,イシハラショウニカ,無床診療所,沖縄県沖縄市美原4ｰ27‐15,,26.35108083,127.8185537,(098)934-7666,,,,,,,,,,,小児科;アレルギー科,0.0,,
58,472115,277,沖縄県,沖縄市,なかみねニュークリニック,ナカミネニュークリニック,無床診療所,沖縄県沖縄市古謝2ｰ21‐29,,26.3344022,127.8338277,(098)929-1000,,,,,,,,,,,内科;消化器科,0.0,,
59,472115,280,沖縄県,沖縄市,みはら耳鼻咽喉科,ミハラジビインコウカ,無床診療所,沖縄県沖縄市美原4ｰ10‐2,,26.35049211,127.8248005,(098)929-2088,,,,,,,,,,,耳鼻咽喉科,0.0,,
60,472115,281,沖縄県,沖縄市,桃山クリニック,モモヤマクリニック,無床診療所,沖縄県沖縄市南桃原3ｰ1‐1,,26.32119958,127.7840125,(098)930-2233,,,,,,,,,,,内科;胃腸内科,0.0,,
61,472115,287,沖縄県,沖縄市,ガキヤ眼科医院,ガキヤガンカイイン,無床診療所,沖縄県沖縄市胡屋1ｰ1‐6,,26.33577638,127.8007192,(098)937-9902,,,,,,,,,,,眼科,0.0,,
62,472115,292,沖縄県,沖縄市,山里整形外科,ヤマザトセイケイゲカ,無床診療所,沖縄県沖縄市山里1ｰ4‐15,,26.32304407,127.7920841,(098)933-1331,,,,,,,,,,,整形外科;形成外科,0.0,,
63,472115,295,沖縄県,沖縄市,おくま眼科,オクマガンカ,無床診療所,沖縄県沖縄市高原7ｰ28‐1,,26.31972295,127.8260814,(098)982-2181,,,,,,,,,,,眼科,0.0,,
64,472115,301,沖縄県,沖縄市,なおまさクリニック,ナオマサクリニック,無床診療所,沖縄県沖縄市上地2ｰ12‐18,,26.33195996,127.7955836,(098)989-9229,,,,,,,,,,,心療内科;神経科;精神科,0.0,,
65,472115,303,沖縄県,沖縄市,医療法人白水会　明陽クリニック,イリョウホウジンシラミズカイ　メイヨウクリニック,無床診療所,沖縄県沖縄市園田1ｰ4‐5,,26.33161841,127.7988417,(098)930-7700,,,,,,,,,,,内科;消化器内科;胃腸内科;老年内科;内視鏡内科,0.0,,
66,472115,306,沖縄県,沖縄市,特別養護老人ホーム森城医務室,トクベツヨウゴロウジンホームモリシロイムシツ,無床診療所,沖縄県沖縄市諸見里3ｰ41‐30,,26.32862406,127.7911979,(098)989-3952,,,,,,,,,,,内科,0.0,,
67,472115,307,沖縄県,沖縄市,琉和の森医務室,ルカズノモリイムシツ,無床診療所,沖縄県沖縄市美里6ｰ25‐38,,26.3513584,127.8082517,(098)989-9866,,,,,,,,,,,皮膚科;内科,0.0,,
68,472115,312,沖縄県,沖縄市,医療法人ヒフミ　桑江皮膚科医院,クワエヒフカイイン,無床診療所,沖縄県沖縄市上地1ｰ13‐3,,26.33279604,127.7979306,(098)933-2056,,,,,,,,,,,皮膚科,0.0,,
69,472115,316,沖縄県,沖縄市,医療法人芳醇の会　はた内科クリニック,ハタナイカクリニック,無床診療所,沖縄県沖縄市美原3ｰ22‐8,,26.35124469,127.8174677,(098)987-5201,,,,,,,,,,,内科,0.0,,
70,472115,320,沖縄県,沖縄市,高原こころクリニック,タカハラココロクリニック,無床診療所,沖縄県沖縄市高原6ｰ4‐9,,26.32045902,127.8277034,(098)989-4002,,,,,,,,,,,心療内科;精神科,0.0,,
71,472115,326,沖縄県,沖縄市,ヘシキ形成外科クリニック,ヘシキケイセイゲカクリニック,無床診療所,沖縄県沖縄市泡瀬4ｰ40‐1,,26.31493455,127.8270369,(098)930-5454,,,,,,,,,,,形成外科;美容外科;美容皮フ科,0.0,,
72,472115,329,沖縄県,沖縄市,特別養護老人ホーム知花の里医務室,チバナノサトイムシツ,無床診療所,沖縄県沖縄市知花5ｰ23‐16,,26.36406839,127.81189,(098)923-5020,,,,,,,,,,,内科,0.0,,
73,472115,330,沖縄県,沖縄市,登川クリニック,ノボリカワクリニック,無床診療所,沖縄県沖縄市登川2ｰ24‐2,,26.36637942,127.8237946,(098)937-0123,,,,,,,,,,,内科;糖尿病内科;循環器内科;腎臓内科;人工透析内科,0.0,,
74,472115,336,沖縄県,沖縄市,女性内科　オレンジ,ジョセイナイカオレンジ,無床診療所,沖縄県沖縄市古謝津嘉山町30‐22,武ﾊｳｽ1号室,26.34391225,127.8293281,(098)921-3636,,,,,,,,,,,内科,0.0,,
75,472115,337,沖縄県,沖縄市,あさとこどもクリニック　,アサトコドモクリニック,無床診療所,沖縄県沖縄市古謝2ｰ19‐6,,26.33329402,127.8357609,(098)921-2121,,,,,,,,,,,小児科,0.0,,
76,472115,339,沖縄県,沖縄市,なかむら内科おなかクリニック,ナカムラナイカオナカクリニック,無床診療所,沖縄県沖縄市比屋根6ｰ27‐17,1階,26.31815342,127.8148713,(098)930-3377,,,,,,,,,,,内科;胃腸内科,0.0,,
77,472115,340,沖縄県,沖縄市,いくみ皮ふ科クリニック,イクミヒフカクリニック,無床診療所,沖縄県沖縄市比屋根6ｰ27‐17,2階,26.31815342,127.8148713,(098)930-3322,,,,,,,,,,,皮膚科;美容皮膚科,0.0,,
78,472115,350,沖縄県,沖縄市,ゆいクリニック,ユイクリニック,有床診療所,沖縄県沖縄市字登川2444‐3,,26.3704762,127.8190227,(098)989-3801,,,,,,,,,,,産婦人科;小児科,0.0,,
79,472115,355,沖縄県,沖縄市,医療法人徳洲会　ソフィアクリニック,ソフィアクリニック,無床診療所,沖縄県沖縄市安慶田3ｰ11‐30,1階,26.33024663,127.8126796,(098)923-2110,,,,,,,,,,,小児科;内科;外科,0.0,,
80,472115,360,沖縄県,沖縄市,あきら整形外科クリニック,アキラセイケイゲカクリニック,無床診療所,沖縄県沖縄市古謝2ｰ19‐5,,26.3336412,127.8353998,(098)921-3330,,,,,,,,,,,整形外科;リハビリテーション科,0.0,,
81,472115,364,沖縄県,沖縄市,おおやま泌尿器科クリニック,オオヤマヒニョウキカクリニック,無床診療所,沖縄県沖縄市山里1ｰ1‐2,304号室,26.32383288,127.792359,(098)931-1577,,,,,,,,,,,泌尿器科,0.0,,
82,472115,365,沖縄県,沖縄市,しおひら内科・腎クリニック,シオヒラナイカジンクリニック,無床診療所,沖縄県沖縄市山里1ｰ1‐2,303号室,26.32383288,127.792359,(098)930-2112,,,,,,,,,,,内科;腎臓内科,0.0,,
83,472115,366,沖縄県,沖縄市,三愛眼科,サンアイガンカ,無床診療所,沖縄県沖縄市山内1ｰ3‐28,,26.3264075,127.7870816,(098)933-3322,,,,,,,,,,,眼科,0.0,,
84,472115,369,沖縄県,沖縄市,ゆうクリニック,ユウクリニック,無床診療所,沖縄県沖縄市宮里2ｰ25‐10,ｵｱｼｽﾏﾝｼｮﾝAYA101,26.34239287,127.8234841,(098)989-0748,,,,,,,,,,,精神科;心療内科,0.0,,
86,472115,380,沖縄県,沖縄市,おくま整形外科,オクマセイケイゲカ,無床診療所,沖縄県沖縄市美里1ｰ26‐33,,26.34168172,127.8178373,(098)938-3478,,,,,,,,,,,整形外科;リハビリテーション科,0.0,,
87,472115,388,沖縄県,沖縄市,アワセ皮フ科クリニック,アワセヒフカクリニック,無床診療所,沖縄県沖縄市泡瀬4ｰ1‐2,1階,26.32107293,127.8314975,(098)929-1241,,,,,,,,,,,皮膚科,0.0,,
88,472115,391,沖縄県,沖縄市,じねんこどもクリニック,ジネンコドモクリニック,無床診療所,沖縄県沖縄市山里1ｰ1‐2,ﾊﾟｰﾁｪ山里301,26.32383288,127.792359,(098)989-5601,,,,,,,,,,,小児科;内科,0.0,,
89,472115,396,沖縄県,沖縄市,マリン在宅クリニック,マリンザイタククリニック,無床診療所,沖縄県沖縄市泡瀬2ｰ3‐17,BLUESKYAWASEA-2号,26.31966754,127.8326946,(098)989-9114,,,,,,,,,,,内科;外科;皮膚科,0.0,,
90,472115,397,沖縄県,沖縄市,まちだ泌尿器科クリニック　,マチダヒニョウキカクリニック,無床診療所,沖縄県沖縄市美里仲原町28‐18,,26.34365667,127.8262228,(098)921-4145,,,,,,,,,,,泌尿器科,0.0,,
91,472115,398,沖縄県,沖縄市,中部ゆくいクリニック,チュブユクイクリニック,無床診療所,沖縄県沖縄市胡屋6ｰ8‐6,,26.32648578,127.8078022,(098)989-8873,,,,,,,,,,,内科,0.0,,
92,472115,399,沖縄県,沖縄市,敬和医院　,ケイワイイン,有床診療所,沖縄県沖縄市字登川566　,,26.36769045,127.8263555,(098)923-1260,,,,,,,,,,,内科,0.0,,
93,472115,416,沖縄県,沖縄市,比嘉デンタルクリニック,ヒガデンタルクリニック,無床診療所,沖縄県沖縄市胡屋4ｰ6‐11,,26.3325628,127.800711,(098)933-6800,,,,,,,,,,,歯科,0.0,,
94,472115,417,沖縄県,沖縄市,中の町ホワイト歯科医院,ナカノマチホワイトシカイイン,無床診療所,沖縄県沖縄市上地2ｰ9‐1,2階,26.33176557,127.7972724,(098)933-6874,,,,,,,,,,,歯科,0.0,,
95,472115,421,沖縄県,沖縄市,こうち歯科医院,コウチシカイイン,無床診療所,沖縄県沖縄市住吉1ｰ2‐26,住吉ﾋﾞﾙ2階,26.33828748,127.8110573,(098)939-3454,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
96,472115,422,沖縄県,沖縄市,おおにし歯科医院,オオニシシカイイン,無床診療所,沖縄県沖縄市山内2ｰ7‐19,,26.32100239,127.7843791,(098)933-6480,,,,,,,,,,,歯科,0.0,,
97,472115,424,沖縄県,沖縄市,みやくに歯科,ミヤクニシカ,無床診療所,沖縄県沖縄市照屋2ｰ22‐27,,26.33385743,127.815271,(098)938-0016,,,,,,,,,,,歯科;小児歯科,0.0,,
98,472115,428,沖縄県,沖縄市,ともよせ歯科,トモヨセシカ,無床診療所,沖縄県沖縄市松本1ｰ4‐9,,26.35679688,127.8132401,(098)939-6480,,,,,,,,,,,歯科,0.0,,
99,472115,430,沖縄県,沖縄市,あさと歯科クリニック,アサトシカクリニック,無床診療所,沖縄県沖縄市高原1ｰ11‐9,名嘉真ﾏﾝｼｮﾝ1階,26.32747749,127.8141573,(098)939-0648,,,,,,,,,,,歯科;小児歯科,0.0,,
100,472115,433,沖縄県,沖縄市,しま歯科クリニック,シマシカクリニック,無床診療所,沖縄県沖縄市山内4ｰ9‐6,,26.32942651,127.7810069,(098)933-7811,,,,,,,,,,,歯科,0.0,,
1,473111,270,沖縄県,恩納村,恩納クリニック,オンナクリニック,無床診療所,沖縄県恩納村字恩納6329　,,26.48833,127.8468635,(098)966-8115,,,,,,,,,,,内科;循環器科;胃腸科;呼吸器科;小児科,0.0,,
2,473111,273,沖縄県,恩納村,特別養護老人ホーム谷茶の丘　雅（みやび）診療所,トクベツヨウゴロウジンホームタンチャノオカ　マサシ（ミヤビ）シンリョウジョ,無床診療所,沖縄県恩納村字谷茶1919‐7,,26.45633213,127.8255272,(098)966-2323,,,,,,,,,,,内科;循環器科;胃腸科;呼吸器科,0.0,,
3,473111,294,沖縄県,恩納村,啓子メンタルクリニック,ケイコメンタルクリニック,無床診療所,沖縄県恩納村字真栄田2219　,,26.43091325,127.7560057,(098)989-4146,,,,,,,,,,,精神科,0.0,,
4,473111,335,沖縄県,恩納村,OISTクリニック,クリニック,無床診療所,沖縄県恩納村字谷茶1919‐1,ｾﾝﾀｰ棟B234,26.46471489,127.8299988,(098)982-3446,,,,,,,,,,,精神科;心療内科,0.0,,
5,473111,375,沖縄県,恩納村,西大條診療所,ニシオオエダシンリョウショ,無床診療所,沖縄県恩納村字谷茶565‐1,,26.46902295,127.8331929,(098)966-1100,,,,,,,,,,,内科;放射線科,0.0,,
6,473111,510,沖縄県,恩納村,大久保歯科,オオクボシカ,無床診療所,沖縄県恩納村字瀬良垣469　,,26.50715117,127.8762131,(098)982-3151,,,,,,,,,,,歯科;小児歯科,0.0,,
7,473111,607,沖縄県,恩納村,海風予防訪問歯科クリニック,ウミカゼヨボウホウモンシカクリニック,無床診療所,沖縄県恩納村冨着576‐1,2階,26.45310408,127.8066455,(098)979-7177,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0.0,,
1,473251,120,沖縄県,嘉手納町,医療法人仁誠会　名嘉病院,イリョウホウジンヒトシマコトカイ　ナカビョウイン,病院,沖縄県嘉手納町字嘉手納258　,,26.36733329,127.7550522,(098)956-1161,,,,,,,,,,,内科;外科;胃腸科;整形外科;眼科;耳鼻咽喉科;リハビリテーション科;歯科;脳神経外科;皮膚科,0.0,,
2,473251,175,沖縄県,嘉手納町,特別養護老人ホーム比謝川の里医務室,トクベツヨウゴロウジンホームヒジャガワノサトイムシツ,無床診療所,沖縄県嘉手納町字久得242‐2,,26.37205544,127.7712427,(098)957-3000,,,,,,,,,,,内科,0.0,,
3,473251,239,沖縄県,嘉手納町,医療法人海泉陽の会　中山眼科,ナカヤマガンカ,無床診療所,沖縄県嘉手納町字嘉手納286‐2,,26.36428082,127.7552162,(098)957-2737,,,,,,,,,,,眼科,0.0,,
4,473251,291,沖縄県,嘉手納町,ロクト整形Ｊ２,ロクトセイケイ,無床診療所,沖縄県嘉手納町字屋良1063‐1,,26.36701989,127.7730871,(098)957-6910,,,,,,,,,,,整形外科;リハビリテーション科,0.0,,
5,473251,367,沖縄県,嘉手納町,野村ハートクリニック,ノムラハートクリニック,無床診療所,沖縄県嘉手納町字屋良1063‐1,,26.36701989,127.7730871,(098)982-8810,,,,,,,,,,,内科;循環器内科;呼吸器内科;消化器内科;皮膚科;小児科,0.0,,
6,473251,435,沖縄県,嘉手納町,みずがま歯科,ミズガマシカ,無床診療所,沖縄県嘉手納町字水釜373‐255,,26.35795333,127.742595,(098)957-3190,,,,,,,,,,,歯科;小児歯科,0.0,,
7,473251,493,沖縄県,嘉手納町,なかお歯科クリニック,ナカオシカクリニック,無床診療所,沖縄県嘉手納町字水釜379‐12,,26.35968648,127.74162,(098)957-6480,,,,,,,,,,,歯科;歯科口腔外科,0.0,,
8,473251,527,沖縄県,嘉手納町,上運天歯科矯正歯科,カミウンテンシカキョウセイシカ,無床診療所,沖縄県嘉手納町嘉手納290‐4,2階,26.36311982,127.755269,(098)956-4618,,,,,,,,,,,歯科;小児歯科;矯正歯科,0.0,,
9,473251,599,沖縄県,嘉手納町,知花歯科医院,チバナシカイイン,無床診療所,沖縄県嘉手納町嘉手納281,2階,26.36464746,127.7555745,(098)956-2550,,,,,,,,,,,歯科,0.0,,
10,473251,601,沖縄県,嘉手納町,医療法人山内矯正歯科クリニック,イリョウホウジンヤマウチキョウセイシカクリニック,無床診療所,沖縄県嘉手納町嘉手納281,3階,26.36464746,127.7555745,(098)957-1818,,,,,,,,,,,矯正歯科,0.0,,
1,473138,128,沖縄県,宜野座村,医療法人ユカリア沖縄　かんな病院　,イリョウホウジンユカリアオキナワ　カンナビョウイン　,病院,沖縄県宜野座村字漢那469　,,26.47496991,127.9626514,(098)968-3661,,,,,,,,,,,内科;外科;小児科;整形外科;皮膚科;眼科;泌尿器科;リハビリテーション科;消化器内科;循環器内科,0.0,,
2,473138,325,沖縄県,宜野座村,特別養護老人ホームでいご園医務室,デイゴエンイムシツ,無床診療所,沖縄県宜野座村字惣慶1295　,,26.4752201,127.9709811,(098)968-8363,,,,,,,,,,,内科;外科;精神科,0.0,,
3,473138,383,沖縄県,宜野座村,医療法人ヒフミ　皮膚科往診専門クリニックぎのざ桑の実,ヒフカオウシンセンモンクリニックギノザクワノミ,無床診療所,沖縄県宜野座村字惣慶1894‐4,,26.48131391,127.9688588,(098)983-2515,,,,,,,,,,,皮膚科,0.0,,
4,473138,549,沖縄県,宜野座村,あすなろ歯科医院,アスナロシカイイン,無床診療所,沖縄県宜野座村字惣慶1827‐2,,26.48058354,127.9732862,(098)968-2313,,,,,,,,,,,歯科,0.0,,
5,473138,567,沖縄県,宜野座村,まつだ歯科医院,マツダシカイイン,無床診療所,沖縄県宜野座村字松田636‐1,,26.49099139,127.9898787,(098)968-8881,,,,,,,,,,,歯科;小児歯科;矯正歯科;歯科口腔外科,0.0,,
1,472051,,沖縄県,宜野湾市,順徳医院,ジュントクイイン,有床診療所,沖縄県宜野湾市大謝名１－１９－１,,26.267431,127.737793,(098）8975456,,,,,,月火水木金土,9:30,18:30,土曜午後、日祝日は休診,,内;小;外;産婦;耳い;麻;整外,7.0,,
2,472051,,沖縄県,宜野湾市,宜野湾記念病院,ギノワンキネンビョウイン,病院,沖縄県宜野湾市宜野湾３－３－１３,,26.260059,127.758453,(098）8932101,,,,,,月火水木金土,8:30,18:00,日、祝日、年末年始は休診（但し、急患は24Ｈ対応）,,内科;外科;整形外科;リハビリ科,,https://ginowan-kinen.or.jp/,
3,472051,,沖縄県,宜野湾市,当山産婦人科医院,トウヤマサンフジンカイイン,,沖縄県宜野湾市大謝名５－２０－８,,26.267435,127.730515,(098）8975666,,,,,,月火水木金土,9:00,18:00,木、土曜午後は休診,,産婦人科,,http://touyama.littlestar.jp/,
4,472051,,沖縄県,宜野湾市,伊佐浜診療所,イサハマシンリョウジョ,無床診療所,沖縄県宜野湾市伊佐４ー５ー７,,26.290333,127.753548,(098）8984893,,,,,,月木,9:30,16:00,火水金土日祝日は休診,,内科,,,
5,472051,,沖縄県,宜野湾市,愛知クリニック,アイチクリニック,有床診療所,沖縄県宜野湾市愛知１－２ー１２,,26.270262,127.768929,(098）8923511,,,,,,月火水木金土,9:00,18:00,土曜午後、祝祭日、日曜日休診,,産科;婦人科;小児科;内科,19.0,,
6,472051,,沖縄県,宜野湾市,眼科クリニック幸地,ガンカクリニックコウチ,無床診療所,沖縄県宜野湾市宜野湾２－５－１３,,26.262449,127.756317,(098）8933711,,,,,,火水木金土日,8:00,17:30,月曜日、日曜日の午後、祝祭日、第３日曜日は休診,,眼科,,http://www.eyeclinic-kouchi.jp/,
7,472051,,沖縄県,宜野湾市,こはぐら耳鼻咽喉科,コハグラジビインコウカ,無床診療所,沖縄県宜野湾市普天間２－４９－１４,,26.291248,127.776192,(098）8934070,,,,,,月火木金土,9:30,17:30,土曜日の午後は15：30まで,,耳鼻咽喉科,,,
8,472051,,沖縄県,宜野湾市,宜野湾整形外科医院,ギノワンセイケイゲカイイン,無床診療所,沖縄県宜野湾市真栄原３－７－７,,26.262394,127.742195,(098）8971891,,,,,,月火水木金土,8:30,17:30,日曜、祝日及び木土曜日の午後は休診,,整形外科,,https://ginowanseikei.or.jp/,
9,472051,,沖縄県,宜野湾市,海邦病院,カイホウビョウイン,病院,沖縄県宜野湾市真志喜２－２３－５,,26.276815,127.736862,(098）8982111,,,,,,月火水木金土,9:00,17:30,木土曜日の午後、日曜日、祝祭日は休診,,内;整外;泌尿器;リウマチ;放射線;リハビリ,,https://kaiho.or.jp/,
10,472051,,沖縄県,宜野湾市,山内耳鼻咽喉科医院,ヤマウチジビインコウカイイン,無床診療所,沖縄県宜野湾市真栄原３－２４－１４,,26.263861,127.745682,(098）8901717,,,,,,月火水木金土,9:00,18:30,日曜日、祝祭日は休診,,耳鼻咽喉科;気管食道科,,,
11,472051,,沖縄県,宜野湾市,やましろ皮フ科,ヤマシロヒフカ,無床診療所,沖縄県宜野湾市上原１－２－９,,26.275717,127.77475,(098）8928105,,,,,,月火水金土,9:00,18:00,火曜午前、木曜、日曜、祝祭日は休診、土曜は16：00まで,,皮膚科,,,
12,472051,,沖縄県,宜野湾市,神元内科医院,カミモトナイカイイン,,沖縄県宜野湾市真栄原３－５－３,,26.26149,127.743843,(098）8986631,,,,,,月火水金土,9:00,17:15,日曜・祝祭日、木曜日、土曜午後は休診,,内科;循環器内科;消化器内科;胃腸内科,,,
13,472051,,沖縄県,宜野湾市,宮城医院,ミヤギイイン,,沖縄県宜野湾市野嵩１－１０－１１,,26.280291,127.780807,(098）8937777,,,,,,月火木金,9:00,17:30,水曜・土曜・日曜・祝祭日・慰霊の日は休診,,内科;消化器内科;小児科,,,
14,472051,,沖縄県,宜野湾市,よなみね内科,ヨナミネナイカ,,沖縄県宜野湾市普天間２－４－５,,26.288141,127.77684,(098）8941000,,,,,,月火水木金土,9:00,18:00,日曜・祝祭日、土曜日午後は休診,,内科;小児科;呼吸器内科;循環器内科,,,
